x,z
0,4
0,5
0,6
0,7
0,8
1,4
1,5
1,6
1,7
1,8
2,4
2,5
2,6
2,7
2,8
3,4
3,5
3,6
3,7
3,8
4,4
4,5
4,6
4,7
4,8
5,4
5,5
5,6
5,7
5,8
6,4
6,5
6,6
6,7
6,8
7,4
7,5
7,6
7,7
7,8
8,4
8,5
8,6
8,7
8,8
9,4
9,5
9,6
9,7
9,8
10,4
10,5
10,6
10,7
10,8
11,4
11,5
11,6
11,7
11,8
12,4
12,5
12,6
12,7
12,8
13,4
13,5
13,6
13,7
13,8
14,4
14,5
14,6
14,7
14,8
15,4
15,5
15,6
15,7
15,8
16,4
16,5
16,6
16,7
16,8
17,4
17,5
17,6
17,7
17,8
18,4
18,5
18,6
18,7
18,8
19,4
19,5
19,6
19,7
19,8
20,4
20,5
20,6
20,7
20,8
21,4
21,5
21,6
21,7
21,8
22,4
22,5
22,6
22,7
22,8
23,4
23,5
23,6
23,7
23,8
24,4
24,5
24,6
24,7
24,8
25,4
25,5
25,6
25,7
25,8
26,4
26,5
26,6
26,7
26,8
27,4
27,5
27,6
27,7
27,8
28,4
28,5
28,6
28,7
28,8
29,4
29,5
29,6
29,7
29,8
30,4
30,5
30,6
30,7
30,8
31,4
31,5
31,6
31,7
31,8
32,4
32,5
32,6
32,7
32,8
33,4
33,5
33,6
33,7
33,8
34,4
34,5
34,6
34,7
34,8
35,4
35,5
35,6
35,7
35,8
36,4
36,5
36,6
36,7
36,8
37,4
37,5
37,6
37,7
37,8
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
0,30
1,30
2,30
3,30
4,30
5,30
6,30
7,30
8,30
9,30
10,30
11,30
12,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
25,30
26,30
27,30
28,30
29,30
30,30
31,30
32,30
33,30
34,30
35,30
36,30
37,30
38,30
39,30
40,30
41,30
42,30
43,30
44,30
45,30
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
45,0
45,1
45,2
45,3
45,4
45,5
45,6
45,7
45,8
45,9
45,10
45,11
45,12
45,13
45,14
45,15
45,16
45,17
45,18
45,19
45,20
45,21
45,22
45,23
45,24
45,25
45,26
45,27
45,28
45,29
45,30
