x,z
19,1
20,1
21,1
22,1
19,2
20,2
21,2
22,2
19,3
20,3
21,3
22,3
19,4
20,4
21,4
22,4
19,5
20,5
21,5
22,5
19,6
20,6
21,6
22,6
19,7
20,7
21,7
22,7
19,8
20,8
21,8
22,8
19,9
20,9
21,9
22,9
19,10
20,10
21,10
22,10
19,11
20,11
21,11
22,11
19,12
20,12
21,12
22,12
19,13
20,13
21,13
22,13
19,14
20,14
21,14
22,14
23,14
24,14
25,14
26,14
27,14
28,14
29,14
30,14
31,14
32,14
19,15
20,15
21,15
22,15
23,15
24,15
25,15
26,15
27,15
28,15
29,15
30,15
31,15
32,15
19,16
20,16
21,16
22,16
23,16
24,16
25,16
26,16
27,16
28,16
29,16
30,16
31,16
32,16
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
30,17
31,17
32,17
29,18
30,18
31,18
32,18
29,19
30,19
31,19
32,19
29,20
30,20
31,20
32,20
29,21
30,21
31,21
32,21
29,22
30,22
31,22
32,22
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
0,30
1,30
2,30
3,30
4,30
5,30
6,30
7,30
8,30
9,30
10,30
11,30
12,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
25,30
26,30
27,30
28,30
29,30
30,30
31,30
32,30
33,30
34,30
35,30
36,30
37,30
38,30
39,30
40,30
41,30
42,30
43,30
44,30
45,30
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
45,0
45,1
45,2
45,3
45,4
45,5
45,6
45,7
45,8
45,9
45,10
45,11
45,12
45,13
45,14
45,15
45,16
45,17
45,18
45,19
45,20
45,21
45,22
45,23
45,24
45,25
45,26
45,27
45,28
45,29
45,30
18,1
18,2
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
23,13
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
28,18
28,19
28,20
28,21
28,22
26,22
26,23
26,24
26,25
26,26
26,27
26,28
26,29
27,22
27,23
27,24
27,25
27,26
27,27
27,28
27,29
28,23
28,24
28,25
28,26
28,27
28,28
28,29
29,23
29,24
29,25
29,26
29,27
29,28
29,29
30,23
30,24
30,25
30,26
30,27
30,28
30,29
31,23
31,24
31,25
31,26
31,27
31,28
31,29
32,23
32,24
32,25
32,26
32,27
32,28
32,29
33,22
33,23
33,24
33,25
33,26
33,27
33,28
33,29
34,22
34,23
34,24
34,25
34,26
34,27
34,28
34,29
