x,z
0,12
0,13
0,14
0,15
0,16
1,12
1,13
1,14
1,15
1,16
2,12
2,13
2,14
2,15
2,16
3,12
3,13
3,14
3,15
3,16
4,12
4,13
4,14
4,15
4,16
5,12
5,13
5,14
5,15
5,16
6,12
6,13
6,14
6,15
6,16
7,12
7,13
7,14
7,15
7,16
8,12
8,13
8,14
8,15
8,16
9,12
9,13
9,14
9,15
9,16
10,12
10,13
10,14
10,15
10,16
11,12
11,13
11,14
11,15
11,16
12,12
12,13
12,14
12,15
12,16
13,12
13,13
13,14
13,15
13,16
14,12
14,13
14,14
14,15
14,16
15,12
15,13
15,14
15,15
15,16
16,12
16,13
16,14
16,15
16,16
17,12
17,13
17,14
17,15
17,16
18,12
18,13
18,14
18,15
18,16
19,12
19,13
19,14
19,15
19,16
20,12
20,13
20,14
20,15
20,16
21,12
21,13
21,14
21,15
21,16
22,12
22,13
22,14
22,15
22,16
23,12
23,13
23,14
23,15
23,16
24,12
24,13
24,14
24,15
24,16
25,12
25,13
25,14
25,15
25,16
26,12
26,13
26,14
26,15
26,16
27,12
27,13
27,14
27,15
27,16
28,12
28,13
28,14
28,15
28,16
29,12
29,13
29,14
29,15
29,16
30,12
30,13
30,14
30,15
30,16
31,12
31,13
31,14
31,15
31,16
32,12
32,13
32,14
32,15
32,16
33,12
33,13
33,14
33,15
33,16
34,12
34,13
34,14
34,15
34,16
35,12
35,13
35,14
35,15
35,16
36,12
36,13
36,14
36,15
36,16
37,12
37,13
37,14
37,15
37,16
38,12
38,13
38,14
38,15
38,16
39,12
39,13
39,14
39,15
39,16
20,0
21,0
22,0
23,0
24,0
20,1
21,1
22,1
23,1
24,1
20,2
21,2
22,2
23,2
24,2
20,3
21,3
22,3
23,3
24,3
20,4
21,4
22,4
23,4
24,4
20,5
21,5
22,5
23,5
24,5
20,6
21,6
22,6
23,6
24,6
20,7
21,7
22,7
23,7
24,7
20,8
21,8
22,8
23,8
24,8
20,9
21,9
22,9
23,9
24,9
20,10
21,10
22,10
23,10
24,10
20,11
21,11
22,11
23,11
24,11
35,17
36,17
37,17
38,17
39,17
35,18
36,18
37,18
38,18
39,18
35,19
36,19
37,19
38,19
39,19
35,20
36,20
37,20
38,20
39,20
35,21
36,21
37,21
38,21
39,21
35,22
36,22
37,22
38,22
39,22
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
0,30
1,30
2,30
3,30
4,30
5,30
6,30
7,30
8,30
9,30
10,30
11,30
12,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
25,30
26,30
27,30
28,30
29,30
30,30
31,30
32,30
33,30
34,30
35,30
36,30
37,30
38,30
39,30
40,30
41,30
42,30
43,30
44,30
45,30
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
45,0
45,1
45,2
45,3
45,4
45,5
45,6
45,7
45,8
45,9
45,10
45,11
45,12
45,13
45,14
45,15
45,16
45,17
45,18
45,19
45,20
45,21
45,22
45,23
45,24
45,25
45,26
45,27
45,28
45,29
45,30
