x,z
0,10
0,11
0,12
0,13
0,14
1,10
1,11
1,12
1,13
1,14
2,10
2,11
2,12
2,13
2,14
3,10
3,11
3,12
3,13
3,14
4,10
4,11
4,12
4,13
4,14
5,10
5,11
5,12
5,13
5,14
6,10
6,11
6,12
6,13
6,14
7,10
7,11
7,12
7,13
7,14
8,10
8,11
8,12
8,13
8,14
9,10
9,11
9,12
9,13
9,14
10,10
10,11
10,12
10,13
10,14
11,10
11,11
11,12
11,13
11,14
12,10
12,11
12,12
12,13
12,14
13,10
13,11
13,12
13,13
13,14
14,10
14,11
14,12
14,13
14,14
15,10
15,11
15,12
15,13
15,14
16,10
16,11
16,12
16,13
16,14
17,10
17,11
17,12
17,13
17,14
18,10
18,11
18,12
18,13
18,14
19,10
19,11
19,12
19,13
19,14
20,10
20,11
20,12
20,13
20,14
21,10
21,11
21,12
21,13
21,14
22,10
22,11
22,12
22,13
22,14
23,10
23,11
23,12
23,13
23,14
24,10
24,11
24,12
24,13
24,14
25,10
25,11
25,12
25,13
25,14
26,10
26,11
26,12
26,13
26,14
27,10
27,11
27,12
27,13
27,14
28,10
28,11
28,12
28,13
28,14
29,10
29,11
29,12
29,13
29,14
20,0
21,0
22,0
23,0
24,0
20,1
21,1
22,1
23,1
24,1
20,2
21,2
22,2
23,2
24,2
20,3
21,3
22,3
23,3
24,3
20,4
21,4
22,4
23,4
24,4
20,5
21,5
22,5
23,5
24,5
20,6
21,6
22,6
23,6
24,6
20,7
21,7
22,7
23,7
24,7
20,8
21,8
22,8
23,8
24,8
20,9
21,9
22,9
23,9
24,9
25,15
26,15
27,15
28,15
29,15
25,16
26,16
27,16
28,16
29,16
25,17
26,17
27,17
28,17
29,17
25,18
26,18
27,18
28,18
29,18
25,19
26,19
27,19
28,19
29,19
25,20
26,20
27,20
28,20
29,20
25,21
26,21
27,21
28,21
29,21
25,22
26,22
27,22
28,22
29,22
25,23
26,23
27,23
28,23
29,23
25,24
26,24
27,24
28,24
29,24
25,25
26,25
27,25
28,25
29,25
25,26
26,26
27,26
28,26
29,26
30,22
30,23
30,24
30,25
30,26
31,22
31,23
31,24
31,25
31,26
32,22
32,23
32,24
32,25
32,26
33,22
33,23
33,24
33,25
33,26
34,22
34,23
34,24
34,25
34,26
35,22
35,23
35,24
35,25
35,26
36,22
36,23
36,24
36,25
36,26
37,22
37,23
37,24
37,25
37,26
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
0,30
1,30
2,30
3,30
4,30
5,30
6,30
7,30
8,30
9,30
10,30
11,30
12,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
25,30
26,30
27,30
28,30
29,30
30,30
31,30
32,30
33,30
34,30
35,30
36,30
37,30
38,30
39,30
40,30
41,30
42,30
43,30
44,30
45,30
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
45,0
45,1
45,2
45,3
45,4
45,5
45,6
45,7
45,8
45,9
45,10
45,11
45,12
45,13
45,14
45,15
45,16
45,17
45,18
45,19
45,20
45,21
45,22
45,23
45,24
45,25
45,26
45,27
45,28
45,29
45,30
